Gisèle Halimi,Gisèle Halimi,5 390
Glenn Close,Glenn Close,4 820
Glenn Miller,Glenn Miller,2 501
Goran Bregovic,Goran Bregović,2 974
Gottfried Wilhelm Leibniz,Gottfried Wilhelm Leibniz,7 898
Goya,Francisco de Goya,11 702
Grace Kelly,Grace Kelly,21 246
grand corps malade,Grand Corps Malade,25 287
Grégory Coupet,Grégory Coupet,9 727
Greta Garbo,Greta Garbo,5 201
Grichka Bogdanov,Igor et Grichka Bogdanoff,151 586
Guillaume Apollinaire,Guillaume Apollinaire,48 884
Guillaume Canet,Guillaume Canet,20 172
Guillaume Depardieu,Guillaume Depardieu,14 043
Guillaume le Conquérant,Guillaume le Conquérant,18 477
Guillaume Meurice,Guillaume Meurice,11 989
Guillermo Del Toro,Guillermo del Toro,14 645
Guillermo Vilas,Guillermo Vilas,6 093
Günter Grass,Günter Grass,1 498
Gustave Eiffel,Gustave Eiffel,21 838
Gustavo Kuerten,Gustavo Kuerten,22 225
Guy Béart,Guy Béart,4 197
Guy Bedos,Guy Bedos,9 756
Guy de Maupassant,Guy de Maupassant,44 038
Guy Georges,Guy Georges,12 896
Guy Lux,Guy Lux,7 168
Guy Marchand,Guy Marchand,13 412
Guy Môquet,Guy Môquet,5 867
H.P. Lovecraft,Howard Phillips Lovecraft,12 627
Haïle Sélassié,Haïlé Sélassié Ier,9 100
Halle Berry,Halle Berry,15 150
Hamid Karzai,Hamid Karzai,1 168
Hans Christian Andersen,Hans Christian Andersen,6 837
Hans Scholl,Hans Scholl,3 458
Harold Pinter,Harold Pinter,1 531
Haroun Tazieff,Haroun Tazieff,4 973
Harriet Beecher Stowe,Harriet Beecher Stowe,1 004
Harriet Tubman,Harriet Tubman,4 897
Harrison Ford,Harrison Ford,36 062
Harry Houdini,Harry Houdini,6 937
Harry S.Truman,Présidence de Harry S. Truman,163
Harvey Weinstein,Harvey Weinstein,62 342
Heath Ledger,Heath Ledger,30 503
Hector Berlioz,Hector Berlioz,7 005
Hedy Lamarr,Hedy Lamarr,39 388
Helen Keller,Helen Keller,6 639
Hélène Courtois,Hélène Courtois,286
Hélène Grimaud,Hélène Grimaud,4 701
Hellen MacArthur,James MacArthur,676
Helmut Kohl,Helmut Kohl,4 959
Helmut Schmidt,Helmut Schmidt,2 519
Henning Mankell,Henning Mankell,4 368
Henri Cartier-Bresson,Henri Cartier-Bresson,3 676
Henri Dès,Henri Dès,6 590
Henri Désiré Landru,Henri Désiré Landru,8 442
Henri Dunant,Henri Dunant,4 862
Henri Leconte,Henri Leconte,22 239
Henri Matisse,Henri Matisse,16 248
Henri Poincarré,Henri Poincaré,6 073
Henri Salvador,Henri Salvador,11 983
Henry Ford,Henry Ford,8 007
Henry IV,Henri IV,895
Henry Kissinger,Henry Kissinger,9 170
Herbert Von Karajan,Herbert von Karajan,2 736
Hergé,Hergé,10 325
Hermann Göring,Hermann Göring,12 917
Hermann Hesse,Hermann Hesse,4 890
Hermann Rorschach,Hermann Rorschach,681
Hervé Bazin,Hervé Bazin,5 702
Hervé Ghesquière,Hervé Ghesquière,2 608
Hildegarde Von Bingen,Hildegarde de Bingen,6 206
Hillary Clinton,Hillary Clinton,8 457
Ho Chi Minh,Hô Chi Minh,9 176
Homère,Homère,18 046
Hosni Moubarak,Hosni Moubarak,5 829
Hu Jintao,Hu Jintao,2 539
Hubert Reeves,Hubert Reeves,8 295
Hugh Grant,Hugh Grant,13 803
Hugo Chavez,Hugo Chávez,8 313
Hugo Pratt,Hugo Pratt,5 299
Hugues Aufray,Hugues Aufray,23 236
Hyppocrate,Hippocrate,9 201
Ibn Mattuta,NULL,NULL
Idi Amin Dada,Idi Amin Dada,11 425
Idild Le Besco,NULL,NULL
Ieoh Ming Pei,Ieoh Ming Pei,4 116
Iggy Pop,Iggy Pop,9 332
Igor Bogdanov,Igor et Grichka Bogdanoff,151 586
Igor Kostine,Igor Kostine,119
Igor Stravinski,Igor Stravinsky,5 740
impératrice Joséphine,Joséphine de Beauharnais,11 824
Indira Gandhi,Indira Gandhi,6 518
Inès de la Fressange,Inès de La Fressange,5 720
Ingrid Betancourt,Íngrid Betancourt,12 913
Ingrid Chauvin,Ingrid Chauvin,20 285
Irène Joliot-Curie,Irène Joliot-Curie,4 390
Iro Hito,Nogizaka46,253
Isaac Asimov,Isaac Asimov,14 891
Isaac Newton,Isaac Newton,24 664
Isaac Stern,Isaac Stern,509
Isabel Allende,Isabel Allende,3 160
Isabelle Adjani,Isabelle Adjani,29 276
Isabelle Autissier,Isabelle Autissier,4 365
Isabelle Boulay,Isabelle Boulay,9 472
Isabelle Carré,Isabelle Carré,13 682
Isabelle Huppert,Isabelle Huppert,11 948
Ismael Lo,Ismaël Lô,1 057
Italo Calvino,Italo Calvino,4 932
Ivan Lendl,Ivan Lendl,18 654
Ivan Pavlov,Ivan Pavlov,4 319
Ivan Petrovich  Pavlov,Ivan Pavlov,4 319
J.K. Rowling,J. K. Rowling,23 189
J.M. Barrie,J. M. Barrie,2 918
J.M.G. Le Clézio,J. M. G. Le Clézio,9 643
J.R.R. Tolkien,J. R. R. Tolkien,15 027
Jack Lang,Jack Lang,19 788
Jack London,Jack London,10 621
Jack Nicholson,Jack Nicholson,18 277
Jackie Chan,Jackie Chan,33 438
Jackie Kennedy,Jacqueline Kennedy-Onassis,34 251
Jacky Ickx,Jacky Ickx,8 717
Jacques Anquetil,Jacques Anquetil,5 539
Jacques Attali,Jacques Attali,20 146
Jacques Audiard,Jacques Audiard,8 345
Jacques Brel,Jacques Brel,32 748
Jacques Cartier,Jacques Cartier,19 920
Jacques Chancel,Jacques Chancel,2 579
Jacques Chirac,Jacques Chirac,104 208
Jacques Cousteau,Jacques-Yves Cousteau,13 275
Jacques Delors,Jacques Delors,6 157
Jacques Demy,Jacques Demy,5 360
Jacques Dutronc,Jacques Dutronc,15 636
Jacques Gamblin,Jacques Gamblin,5 834
Jacques Henri Lartigues,Jacques Henri Lartigue,719
Jacques Martin,Jacques Martin (animateur),10 808
Jacques Mesrine,Jacques Mesrine,19 203
Jacques Offenbach,Jacques Offenbach,6 416
Jacques Perrin,Jacques Perrin,5 151
Jacques Pradel,Jacques Pradel,6 041
Jacques Prévert,Jacques Prévert,22 811
Jacques Vergès,Jacques Vergès,7 447
Jacques Villeneuve,Jacques Villeneuve,16 580
Jacques Villeret,Jacques Villeret,12 911
Jacques-Yves Cousteau,Jacques-Yves Cousteau,13 275
Jafar Panahi,Jafar Panahi,7 205
Jake Gyllenhaal,Jake Gyllenhaal,27 254
Jamel Debbouze,Jamel Debbouze,29 874
James Blunt,James Blunt,5 040
James Brown,James Brown,11 365
James Cameron,James Cameron,13 619
James Cook,James Cook,12 518
James Dean,James Dean,17 540
James Thierrée,James Thierrée,7 608
James Watt,James Watt,6 190
Jamiroquai,Jamiroquai,9 205
Jane Addams,Jane Addams,400
Jane Austen,Jane Austen,12 387
Jane Birkin,Jane Birkin,13 904
Jane Campion,Jane Campion,2 125
Jane Fonda,Jane Fonda,46 255
Janet Jackson,Janet Jackson,9 681
Janis Joplin,Janis Joplin,21 723
Jared Leto,Jared Leto,29 400
Jason Biggs,Jason Biggs,3 459
Jason Statham,Jason Statham,34 367
Javier Bardem,Javier Bardem,19 317
Jean  Ferrat,Jean Ferrat,12 383
Jean Amadou,Jean Amadou,3 164
Jean Anouih,NULL,NULL
Jean Carriès,Jean-Joseph Carriès,182
Jean Cocteau,Jean Cocteau,18 509
Jean de la Fontaine,Jean de La Fontaine,56 128
Jean de Lamartine,Alphonse de Lamartine,21 587
Jean Dujardin,Jean Dujardin,35 718
Jean Ferrat,Jean Ferrat,12 383
Jean Gabin,Jean Gabin,16 532
Jean Jaures,Jean Jaurès,22 678
Jean Marais,Jean Marais,12 998
Jean Monnet,Jean Monnet,9 058
Jean Moulin,Jean Moulin,40 071
Jean Nouvel,Jean Nouvel,6 891
Jean Paul II,Jean-Paul II,17 924
Jean Réno,Jean Reno,18 830
Jean Rochefort,Jean Rochefort,14 718
Jean Tiberi,Jean Tiberi,2 330
Jean Van Hamme,Jean Van Hamme,3 669
Jean Vilar,Jean Vilar,2 984
Jean XXIII,Jean XXIII,5 464
Jean-Baptiste de Lamarck,Jean-Baptiste de Lamarck,3 651
Jean-Baptiste Poquelin,Molière,153 318
Jean-Bedel Bokassa,Jean-Bedel Bokassa,8 626
Jean-Christophe Grangé,Jean-Christophe Grangé,10 144
Jean-Claude Brialy,Jean-Claude Brialy,7 467
Jean-Claude Servais,Jean-Claude Servais,275
Jean-Claude Van Damme,Jean-Claude Van Damme,37 153
Jean-Hugues Anglade,Jean-Hugues Anglade,5 872
Jean-Jacques Annaud,Jean-Jacques Annaud,3 629
Jean-Jacques Goldman,Jean-Jacques Goldman,57 984
Jean-Jacques Rousseau,Jean-Jacques Rousseau,45 653
Jean-Louis Aubert,Jean-Louis Aubert,5 233
Jean-Louis Etienne,Jean-Louis Étienne,2 326
Jean-Luc Delarue,Jean-Luc Delarue,13 419
Jean-Luc Godard,Jean-Luc Godard,16 776
Jean-Luc Reichmann,Jean-Luc Reichmann,15 823
Jean-Marc Ayrault,Jean-Marc Ayrault,4 185
Jean-Marc Barr,Jean-Marc Barr,10 597
Jean-Marc Morandini,Jean-Marc Morandini,6 455
Jean-Marc Mormeck,Jean-Marc Mormeck,2 291
Jean-Marc Vallée,Jean-Marc Vallée,8 254
Jean-Marie Bigard,Jean-Marie Bigard,9 912
Jean-Marie Le Pen,Jean-Marie Le Pen,73 351
Jean-Michel Basquiat,Jean-Michel Basquiat,12 224
Jean-Michel Jarre,Jean-Michel Jarre,10 322
Jean-Michel Larqué,Jean-Michel Larqué,21 246
Jean-Paul Belmondo,Jean-Paul Belmondo,54 905
Jean-Paul Gaultier,Jean-Paul Gaultier,11 044
Jean-Paul Goude,Jean-Paul Goude,2 760
Jean-Paul Marat,Jean-Paul Marat,9 837
Jean-Paul Rouve,Jean-Paul Rouve,12 570
Jean-Paul Sartre,Jean-Paul Sartre,36 899
Jean-Pierre Bacri,Jean-Pierre Bacri,29 789
Jean-Pierre Castaldi,Jean-Pierre Castaldi,13 462
Jean-Pierre Daroussin,Jean-Pierre Darroussin,11 241
Jean-Pierre Foucault,Jean-Pierre Foucault,16 269
Jean-Pierre Jeunet,Jean-Pierre Jeunet,8 745
Jean-Pierre Pernaud,Jean-Pierre Pernaut,13 418
Jeanne Calment,Jeanne Calment,16 793
Jeanne Cherhal,Jeanne Cherhal,2 369
Jeanne d’Arc,Jeanne d'Arc,62 562
Jeanne Moreau,Jeanne Moreau,9 316
Jeannie Longo,Jeannie Longo,3 709
Jeff Bridges,Jeff Bridges,8 462
Jeff Buckley,Jeff Buckley,10 092
Jeff Koons,Jeff Koons,6 014
Jennifer Aniston,Jennifer Aniston,34 860
Jennifer Connely,Jennifer Connelly,12 626
Jennifer Lawrence,Jennifer Lawrence,50 051
Jennifer Lopez,Jennifer Lopez,35 745
Jérémie Renier,Jérémie Renier,5 227
Jerome Bosch,Jérôme Bosch,6 564
Jessica Alba,Jessica Alba,21 029
Jessica Biel,Jessica Biel,13 152
Jessica Chastain,Jessica Chastain,19 575
Jet Li,Jet Li,23 781
Jim Carrey,Jim Carrey,28 147
Jim Jarmusch,Jim Jarmusch,4 984
Jim Morrison,Jim Morrison,21 832
Jimi Hendrix,Jimi Hendrix,23 871
Jimmy Carter,Jimmy Carter,12 022
Jimmy Cliff,Jimmy Cliff,2 731
Jimmy Morales,Jimmy Morales,1 133
Jimmy Page,Jimmy Page,7 492
Jo-Wilfried Tsonga,Jo-Wilfried Tsonga,41 631
Joan Baez,Joan Baez,30 294
Joan Miro,Joan Miró,8 409
Joaquin Phoenix,Joaquin Phoenix,16 431
Joe Dassin,Joe Dassin,21 869
Joe Frazier,Joe Frazier,3 454
Joel Cohen,Joel Cohen,109
Joël Robuchon,Joël Robuchon,6 878
Joey Starr,JoeyStarr,38 552
Johann Wolfgang von Goethe,Johann Wolfgang von Goethe,11 346
Johannes Gutenberg,Johannes Gutenberg,18 530
John Carpenter,John Carpenter,10 685
John Cusack,John Cusack,4 860
John Dillinger,John Dillinger,4 840
John Fitzgerald Kennedy,John Fitzgerald Kennedy,48 095
John Goodman,John Goodman,10 839
John Lennon,John Lennon,30 842
John McEnroe,John McEnroe,36 521
John Nash,John Forbes Nash,9 575
John Steinbeck,John Steinbeck,5 620
John Travolta,John Travolta,25 830
Johnny Cash,Johnny Cash,18 665
Johnny Depp,Johnny Depp,87 187
Johnny Hallyday,Johnny Hallyday,98 205
Johnny Knoxville,Johnny Knoxville,5 207
Johnny Rotten,John Lydon,2 358
Jonny Wilkinson,Jonny Wilkinson,4 437
Jorge Luis Borges,Jorge Luis Borges,5 944
Jorge Semprún,Jorge Semprún,3 072
José Bové,José Bové,4 593
José Garcia,José Garcia,14 723
José Saramago,José Saramago,2 184
Josef Kessel,Joseph Staline,57 767
Joseph Bouglione,Joseph Bouglione,678
Joseph Desire Mobutu,Mobutu Sese Seko,11 872
Joseph Goebbels,Joseph Goebbels,19 675
Joseph Kabila,Joseph Kabila,18 192
Joseph Staline,Joseph Staline,57 767
Josephine Backer,Liste des épisodes de Joséphine, ange gardien,19 115
Joséphine de Beauharnais,Joséphine de Beauharnais,11 824
Josh Hartnett,Josh Hartnett,17 495
Josiane Balasko,Josiane Balasko,11 590
Juan Carlos,Juan Carlos Ier,11 057
Jude Law,Jude Law,13 610
Judith Godrèche,Judith Godrèche,20 322
Jules César,Jules César,51 053
Jules Ferry,Jules Ferry,17 600
Jules Verne,Jules Verne,34 416
Julia Iglesias,Mes chers voisins,248
Julia Roberts,Julia Roberts,24 009
Julian Assange,Julian Assange,7 615
Julie Depardieu,Julie Depardieu,12 953
Julie Gayet,Julie Gayet,14 031
Julie Lescaut,Julie Lescaut,9 525
Julie Piétri,Julie Pietri,8 471
Julien Clerc,Julien Clerc,17 493
Julien Courbet,Julien Courbet,25 726
Julien Doré,Julien Doré,16 847
Julien Lepers,Julien Lepers,7 665
Juliette Arnaud,Juliette Arnaud,7 544
Juliette Binoche,Juliette Binoche,23 463
Justin Biebber,Justin Bieber,30 230
Justin Trudeau,Justin Trudeau,52 371
Juvenal Habyarimana,Juvénal Habyarimana,2 332
Kad Merad,Kad Merad,30 393
Kady Adoum-Douass,Kady Adoum-Douass,703
Kamel Ouali,Kamel Ouali,2 571
Karim Benzema,Karim Benzema,192 811
Karine Viard,Karin Viard,10 168
Karl Jung,Karl Gustav Jung,139
Karl Lagerfeld,Karl Lagerfeld,14 057
Karl Marx,Karl Marx,35 785
Karl Zéro,Karl Zéro,3 913
Kate Middleton,Catherine Middleton,57 355
Kate Moss,Kate Moss,9 852
Katie Holmes,Katie Holmes,10 762
Katy Perry,Katy Perry,26 968
Keanu Reeves,Keanu Reeves,34 265
Keira Knightley,Keira Knightley,25 707
Keith Haring,Keith Haring,9 283
Ken Loach,Ken Loach,6 424
Kendji Girac,Kendji Girac,38 642
Kev Adams,Kev Adams,40 041
Kevin Bacon,Kevin Bacon,11 001
Kevin Costner,Kevin Costner,19 060
Keziah Jones,Keziah Jones,1 524
Khaled,Khaled (chanteur),9 774
Khaled Hosseini,Khaled Hosseini,1 405
Khalil Gibran,Gibran Khalil Gibran,6 624
Kim Basinger,Kim Basinger,9 264
Kim Jong Il,Kim Jong-il,13 552
Kim Jong Un,Kim Jong-un,80 930
Kim Kardashian,Kim Kardashian,62 625
Kirk Douglas,Kirk Douglas,23 955
Kirsten Dunst,Kirsten Dunst,15 331
Klaus Barbie,Klaus Barbie,14 913
Klaus Nomi,Klaus Nomi,2 916
Kofi Annan,Kofi Annan,4 626
Kurt Cobain,Kurt Cobain,36 213
Kylie Minogue,Kylie Minogue,11 075
La comtesse de Ségur,Comtesse de Ségur,6 452
La Fayette,Gilbert du Motier de La Fayette,16 319
Laetitia Casta,Laetitia Casta,16 836
Lamina Benguigui,NULL,NULL
Lana Del Rey,Lana Del Rey,12 089
Lance Armstrong,Lance Armstrong,10 540
Lara Fabian,Lara Fabian,15 807
Larry Page,Larry Page,7 351
Laura Flessel-Colovic,Laura Flessel,17 766
Laure Manaudou,Laure Manaudou,11 871
Laurence Boccolini,Laurence Boccolini,8 149
Laurence Ferrari,Laurence Ferrari,8 573
Laurent Baffie,Laurent Baffie,18 300
Laurent Blanc,Laurent Blanc,97 213
Laurent Boyer,Laurent Boyer,2 857
Laurent Cabrol,Laurent Cabrol,6 119
Laurent Delahousse,Laurent Delahousse,15 832
Laurent Fabius,Laurent Fabius,10 407
Laurent Fignon,Laurent Fignon,6 957
Laurent Garnier,Laurent Garnier,3 240
Laurent Gbagbo,Laurent Gbagbo,7 600
Laurent Gerra,Laurent Gerra,28 385
Laurent Ruquier,Laurent Ruquier,21 005
Laurent Voulzy,Laurent Voulzy,37 795
Laurent Wauquiez,Laurent Wauquiez,27 761
Laurent-Désire Kabila,Laurent-Désiré Kabila,5 370
Le Corbusier,Le Corbusier,37 125
LeAnn Rimes,LeAnn Rimes,1 434
Lech Walęsa,Lech Wałęsa,4 644
Lee Harvey Oswald,Lee Harvey Oswald,8 852
Leïla Bekhti,Leïla Bekhti,29 151
Leïla Slimani,Leïla Slimani,11 999
Lenny Kravitz,Lenny Kravitz,25 525
Léo Ferré,Léo Ferré,11 761
Léon Blum,Léon Blum,13 856
Léon Gambetta,Léon Gambetta,8 365
Leon Tolstoï,Léon Tolstoï,11 449
Leon Trotsky,Léon Trotski,12 612
Leon Zitrone,Léon Zitrone,5 823
Leonard de Vinci,Léonard de Vinci,77 752
Leonardo DiCaprio,Leonardo DiCaprio,63 289
Léopold Sédar Senghor,Léopold Sédar Senghor,27 071
Les frères Grimm,Frères Grimm,10 184
Lewis Carroll,Lewis Carroll,7 417
Liam Gallagher,Liam Gallagher,7 182
Liam Neeson,Liam Neeson,51 554
Liane Foly,Liane Foly,6 813
Liliane Bettencourt,Liliane Bettencourt,15 089
Lily Allen,Lily Allen,9 654
Lily Cole,Lily Cole,795
Lincoln Burrows,Lincoln Burrows,2 369
Line Renaud,Line Renaud,22 951
Lino Ventura,Lino Ventura,30 914
Linus Torvalds,Linus Torvalds,3 687
Lio,Lio,38 021
Lionel Jospin,Lionel Jospin,11 392
Lionel Messi,Lionel Messi,376 004
Lionel Richie,Lionel Richie,9 284
Liu Xiaobo,Liu Xiaobo,1 670
Loana,Loana Petrucciani,7 894
Lolo Ferrari,Lolo Ferrari,11 984
Loránt Deutsch,Lorànt Deutsch,25 894
Lorie,Lorie Pester,24 924
Lou Doillon,Lou Doillon,7 774
Lou Reed,Lou Reed,5 996
Louis Antoine de Bougainville,Louis-Antoine de Bougainville,5 940
Louis Aragon,Louis Aragon,30 646
Louis Armand,Louis Armand,281
Louis Armstrong,Louis Armstrong,12 054
Louis Bertignac,Louis Bertignac,6 503
Louis Braille,Louis Braille,3 665
Louis Chedid,Louis Chedid,9 452
Louis De Funès,Louis de Funès,50 197
Louis Jouvet,Louis Jouvet,4 805
Louis Lumière,Louis Lumière,1 533
Louis Malle,Louis Malle,5 704
Louis Pasteur,Louis Pasteur,24 621
Louis Renault,Renault,21 740
Louis Vuitton,Louis Vuitton,18 974
Louis XIV,Louis XIV,151 656
Louis XVI,Louis XVI,42 244
Louis-Ferdinand Celine,Louis-Ferdinand Céline,27 046
Louise Bourgeois,Louise Bourgeois (plasticienne),3 327
Louise Bourgoin,Louise Bourgoin,13 306
Louise Michel,Louise Michel,15 277
Louise Weber,La Goulue,2 329
Louison Bobet,Louison Bobet,3 531
Luc Alphand,Luc Alphand,3 753
Luc Besson,Luc Besson,30 628
Luc Ferry,Luc Ferry,7 131
Luc Plamondon,Luc Plamondon,4 309
Luciano Pavarotti,Luciano Pavarotti,7 138
Lucie Aubrac,Lucie Aubrac,11 211
Lucy Liu,Lucy Liu,23 424
Luigi Pirandello,Luigi Pirandello,2 423
Luis Aragon,Luis Aragonés,5 217
Madame de Lafayette,Madame de La Fayette,17 917
Madame de Sévigné,Madame de Sévigné,9 360
Madonna,Madonna,39 558
Maggie Gyllenhaal,Maggie Gyllenhaal,5 285
Magic Johnson,Magic Johnson,13 848
Magyd Cherfi,Magyd Cherfi,1 669
Mahmoud Abbas,Mahmoud Abbas,5 225
Mahmoud Darwich,Mahmoud Darwich,2 448
Malala Yousafzai,Malala Yousafzai,18 992
Malcolm Young,Malcolm Young,17 392
Mano Solo,Mano Solo,15 273
Manu Chao,Manu Chao,15 555
Manu Dibango,Manu Dibango,2 770
Manu Payet,Manu Payet,29 393
Manuel Valls,Manuel Valls,20 317
Mao Zedong,Mao Zedong,27 264
Marc Anthony,Marc Anthony,4 212
Marc Dutroux,Marc Dutroux,18 113
Marc Lévy,Marc Levy,24 238
Marc Simoncini,Marc Simoncini,2 357
Marc-Olivier Fogiel,Marc-Olivier Fogiel,14 904
Marcel Béliveau,Marcel Béliveau,935
Marcel Cerdan,Marcel Cerdan,6 094
Marcel Dassault,Marcel Dassault,103 912
Marcel Duchamp,Marcel Duchamp,12 247
Marcel Marceau,Marcel Marceau,2 337
Marcel Pagnol,Marcel Pagnol,17 734
Marco Polo,Marco Polo,27 728
Margaret Atwood,Margaret Atwood,9 227
Margaret Thatcher,Margaret Thatcher,20 798
Marguerite Duras,Marguerite Duras,26 528
Marguerite Yourcenar,Marguerite Yourcenar,14 019
Maria Callas,Maria Callas,12 818
Maria Montessori,Maria Montessori,5 903
Mariah Carey,Mariah Carey,14 567
Marianne Faithfull,Marianne Faithfull,3 579
Marie Besnard,Marie Besnard,2 155
Marie Bochet,Marie Bochet,824
Marie Curie,Marie Curie,45 658
Marie Drucker,Marie Drucker,13 694
Marie Labory,Marie Labory,876
Marie Laforet,Marie Laforêt,15 090
Marie Laurencin,Marie Laurencin,4 781
Marie Stuart,Marie Stuart,44 438
Marie Trintignant,Marie Trintignant,43 916
Marie-Anne Chazel,Marie-Anne Chazel,6 254
Marie-Antoinette,Marie-Antoinette d'Autriche,33 092
Marie-José Pérec,Marie-José Pérec,6 349
Marie-Josée Croze,Marie-Josée Croze,4 027
Marilou Berry,Marilou Berry,10 887
Marilyn Manson,Marilyn Manson,35 584
Marilyn Monroe,Marilyn Monroe,48 226
Marina Foïs,Marina Foïs,21 985
Marine Le Pen,Marine Le Pen,29 629
Marion Bartoli,Marion Bartoli,38 805
Marion Cotillard,Marion Cotillard,35 638
Marion Marécal-Le Pen,Philippe Torreton,4 353
Marivaux,Pierre Carlet de Chamblain de Marivaux,26 489
Marjane Satrapi,Marjane Satrapi,6 090
Mark Ruffalo,Mark Ruffalo,10 789
Mark Zuckerberg,Mark Zuckerberg,24 236
Marlène Dietrich,Marlene Dietrich,6 961
Marlène Jobert,Marlène Jobert,10 440
Marlon Brando,Marlon Brando,25 180
Marquis de La Fayette,Gilbert du Motier de La Fayette,16 319
Marquis de Vauban (Sébastien Le Prestre),Sébastien Le Prestre de Vauban,11 169
Martin Bouygues,Martin Bouygues,4 624
Martin Fourcade,Martin Fourcade,6 188
Martin Luther King,Martin Luther King,63 661
Martin Scorsese,Martin Scorsese,16 053
Martina Navratilova,Martina Navrátilová,12 373
Martine Aubry,Martine Aubry,6 371
Marvin Gaye,Marvin Gaye,13 670
Mary Edwards Walker,Mary Edwards Walker,210
Mary Higgins Clark,Mary Higgins Clark,6 472
Mary J. Blige,Mary J. Blige,2 945
Mary Pierce,Mary Pierce,21 402
Mary Shelley,Mary Shelley,14 315
Mata Hari,Mata Hari,11 951
Mathieu Amalric,Mathieu Amalric,8 009
Mathieu Kassovitz,Mathieu Kassovitz,20 805
Mats Wilander,Mats Wilander,12 287
Matthieu Chedid,Matthieu Chedid,15 852
Maude Fontenoy,Maud Fontenoy,20 269
Maurice Béjart,Maurice Béjart,4 544
Maurice Chevalier,Maurice Chevalier,4 858
Maurice Druon,Maurice Druon,5 376
Maurice Herzog,Maurice Herzog,3 114
Maurice Pialat,Maurice Pialat,2 526
Maurice Ravel,Maurice Ravel,13 661
Max Boublil,Max Boublil,4 956
Maxime le Forestier,Maxime Le Forestier,13 859
Maya Angelou,Maya Angelou,3 892
Mazarine Pingeot,Mazarine Pingeot,9 379
MC Solaar,MC Solaar,22 335
Meg Ryan,Meg Ryan,8 773
Mel Gibson,Mel Gibson,21 034
Mélanie Doutey,Mélanie Doutey,21 264
Mélanie Laurent,Mélanie Laurent,26 119
Melvin Poupaud,Festival du cinéma américain de Deauville,1 234
Mère Teresa,Mère Teresa,16 388
Michael Ange,Michel-Ange,26 698
Michael Bublé,Michael Bublé,2 202
Michael Cera,Michael Cera,6 835
Michael Crichton,Michael Crichton,8 043
Michael Faraday,Michael Faraday,4 004
Michael Jackson,Michael Jackson,81 571
Michael Jordan,Michael Jordan,59 520
Michael Leeb,Michel Leeb,4 899
Michael Moore,Michael Moore,4 390
Michael Phelps,Michael Phelps,7 789
Michael Schumacher,Michael Schumacher,53 895
Michael Scofield,Michael Scofield,10 159
Michaël Youn,Michaël Youn,50 844
Michel Audiard,Michel Audiard,8 442
Michel Berger,Michel Berger,41 544
Michel Blanc,Michel Blanc,8 032
Michel Boujenah,Michel Boujenah,6 865
Michel Bouquet,Michel Bouquet,5 245
Michel Cymes,Michel Cymes,18 985
Michel Delpech,Michel Delpech,10 840
Michel Denisot,Michel Denisot,3 733
Michel Douglas,Kirk Douglas,23 955
Michel Drucker,Michel Drucker,25 217
Michel Foucault,Michel Foucault,14 971
Michel Fourniret,Michel Fourniret,15 775
Michel Fugain,Michel Fugain,13 467
Michel Houellebecq,Michel Houellebecq,18 200
Michel Jonasz,Michel Jonasz,5 562
Michel Leeb,Michel Leeb,4 899
Michel Petrucciani,Michel Petrucciani,5 220
Michel Piccoli,Michel Piccoli,16 416
Michel Platini,Michel Platini,70 112
Michel Polnareff,Michel Polnareff,10 453
Michel Sardou,Michel Sardou,30 945
Michel Serrault,Michel Serrault,14 857
Michel Vaillant,Michel Vaillant,2 882
Michel-Ange,Michel-Ange,26 698
Michèle Laroque,Michèle Laroque,17 084
Michelle Bachelet,Michelle Bachelet,3 516
Michelle Obama,Michelle Obama,9 033
Michelle Pfeiffer,Michelle Pfeiffer,13 054
Michou,Michou,8 899
Mick Jagger,Mick Jagger,16 295
Mickey Rourke,Mickey Rourke,7 974
Mika,Mika (chanteur),32 017
Mikhaïl Gorbachev,Mikhaïl Gorbatchev,21 561
Milan Kundera,Milan Kundera,10 224
Miles Davies,Jimmy Davies,19
Miley Cyrus,Miley Cyrus,20 087
Milo Manara,Milo Manara,1 498
Milos Forman,Miloš Forman,9 637
Mimie Mathy,Mimie Mathy,14 426
Miou-miou,Miou-Miou,11 840
Mireille Darc,Mireille Darc,15 109
Mireille Dumas,Mireille Dumas,1 916
Mireille Mathieu,Mireille Mathieu,13 414
Missak Manouchian,Missak Manouchian,5 192
Moebius,Jean Giraud,4 564
Mohamed Ali,Mohamed Ali,41 762
Molière,Molière,153 318
Monica Bellucci,Monica Bellucci,38 402
Monica Cruz,Mónica Cruz,8 123
Monica Lewinsky,Monica Lewinsky,15 681
Monica Seles,Monica Seles,18 333
Monseigneur Gaillot,Jacques Gaillot,1 378
Morane,Morane,140
Mouammar Kadhafi,Mouammar Kadhafi,24 141
Mouss Diouf,Mouss Diouf,20 099
Mozart,Wolfgang Amadeus Mozart,163 804
Mstislav Rostropovich,Mstislav Rostropovitch,1 596
Muhammad Ali,Mohamed Ali,41 762
Muriel Robin,Muriel Robin,7 856
Murray Gell-Mann,Murray Gell-Mann,293
Mylène Farmer,Mylène Farmer,75 039
Nadar,Nadar,3 808
Nadia Comāneci,Nadia Comăneci,11 163
Nagui,Nagui,58 548
Najat Vallaud-Belkacem,Najat Vallaud-Belkacem,11 496
Nana Mouskouri,Nana Mouskouri,11 355
Naomi Campbell,Naomi Campbell,27 025
Naomi Rapace,Le Complot,33
